"filename", "language", "SCSS", "CSS", "HTML", "JSON", "XML", "JavaScript", "comment", "blank", "total"
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_collections-home.scss", "SCSS", 87, 0, 0, 0, 0, 0, 7, 12, 106
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_feed-home.scss", "SCSS", 106, 0, 0, 0, 0, 0, 1, 7, 114
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_heading-home.scss", "SCSS", 42, 0, 0, 0, 0, 0, 1, 6, 49
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_items-home.scss", "SCSS", 113, 0, 0, 0, 0, 0, 3, 15, 131
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_spaces-home.scss", "SCSS", 68, 0, 0, 0, 0, 0, 2, 8, 78
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/index.html", "HTML", 0, 0, 464, 0, 0, 0, 7, 62, 533
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/index.scss", "SCSS", 47, 0, 0, 0, 0, 0, 0, 8, 55
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/meta.html", "HTML", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/press/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/press/index.html", "HTML", 0, 0, 124, 0, 0, 0, 0, 12, 136
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/press/index.scss", "SCSS", 125, 0, 0, 0, 0, 0, 3, 18, 146
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/products/flos/arco-lamp/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
